event,date,domain,url,category,region,lang
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19955356.boris-johnson-says-west-tightening-economic-ligature-around-russia/,Print_News,EU,EN
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955330.residents-take-cover-ukrainian-capital-russian-troops-approach/,Print_News,EU,EN
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19955321.priti-patel-tells-police-prioritise-tackling-violence-women-new-strategy/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956259.boris-johnson-criticises-rt-calls-ofcom-review/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956235.boris-johnson-dismisses-putins-nuclear-warning-distraction/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956332.pierre-emerick-aubameyang-scores-barcelona-thump-athletic-bilbao/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19956263.peaky-binders-react-heart-wrenching-tribute-helen-mccrory/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19956275.polly-gray-peaky-blinders-die/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956228.russian-music-conductor-valery-gergiev-dropped-management-putin-links/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956242.samsung-reveals-new-laptops-mobile-first-generation/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956335.fan-zhengyi-beats-ronnie-osullivan-claim-betvictor-european-masters-title/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19955848.itv-confirms-trigger-point-will-return-second-series-vicky-mcclure/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956310.increased-alert-russian-nuclear-forces-affect-ukraine-crisis/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956311.lawrence-okolie-retains-wbo-cruiserweight-title-victory-michal-cieslak/,Print_News,EU,EN
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956278.eddie-jones-insists-england-dont-fear-anyone-ahead-six-nations-title-fight/,Print_News,EU,EN
ukraine,2022-03-02,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19960384.jaguar-land-rover-suspends-sales-russia/,Print_News,EU,EN
ukraine,2022-03-02,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19962020.novak-djokovic-splits-coach-marian-vajda/,Print_News,EU,EN
ukraine,2022-03-03,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Print_News,EU,EN
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19968151.wales-see-removal-legal-covid-measures-end-march/,Print_News,EU,EN
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968148.michael-van-gerwen-routs-peter-wright-final-finding-premier-league-form/,Print_News,EU,EN
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968150.george-ezra-documentary-among-uk-global-screen-fund-award-winners/,Print_News,EU,EN
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968155.boreham-wood-ready-celebrate-cup-run-despite-disappointment-everton-defeat/,Print_News,EU,EN
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19968112.hundreds-londoners-hold-vigil-sarah-everard-one-year-abduction/,Print_News,EU,EN
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19971531.british-journalist-shot-wounded-ambush-near-ukrainian-capital/,Print_News,EU,EN
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19971509.woman-dies-helicopter-landing-incident/,Print_News,EU,EN
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19971532.shane-warne-legend-game-gave-much-time-everyone---ben-stokes/,Print_News,EU,EN
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19971514.starmer-snp-tories-use-elections-re-run-referendums/,Print_News,EU,EN
venezuela,2024-12-25,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/24818175.farage-willing-work-lord-mandelson-secure-trump-trade-deal/,Print_News,EU,EN
venezuela,2024-12-25,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/24818177.two-dead-gang-attack-journalists-covering-haiti-hospital-reopening/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855307.whisky-society-sets-world-record-largest-online-tasting-event/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855285.itv-big-brother-evicted-big-brother-house/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855305.freezing-working-age-benefits-save-4-billion-come-terrible-cost/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855304.debate-approach-independence-ends-snp-conference-yousaf-insists/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23852544.wordle-today-wordle-847-october-14-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855199.set-list-taylor-swifts-eras-tour-film/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855306.new-consultation-banning-plastic-wet-wipes-begins/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855310.british-jews-worried-sick-weeping-israel-hamas-conflict-family-says/,Print_News,EU,EN
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855303.thousands-march-london-pro-palestinian-protest-gaza-expects-invasion/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856207.wordle-today-wordle-848-october-15-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855911.strictly-come-dancings-jody-cundy-issues-injury-update/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856254.no-snp-seat-safe-labour-warns-murray/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856255.first-minister-plans-resume-counselling/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856262.temperatures-drop-autumn-chill-hits-uk/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856256.snp-asking-scots-put-trust-themselves-flynn-say/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856266.snp-conference-begin-most-difficult-period-partys-history/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856212.itv-reveals-celebrity-teaser-ahead-2023-series/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856257.d-day-veterans-encouraged-register-major-80th-anniversary-celebrations/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856182.strictlys-amy-dowden-will-return-next-year-says-shirley-ballas/,Print_News,EU,EN
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856253.sunak-offers-firm-backing-israel-gaza-faces-imminent-offensive/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856471.600-000-uk-drivers-one-offence-away-disqualification/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857017.donald-trump-legal-case-former-mi6-officers-company-start/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856860.wordle-today-wordle-849-october-16-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857002.artist-makes-ink-clone-newtons-apple-tree-fell-storm/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857018.sunak-address-mps-israeli-invasion-gaza-looms/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856944.battersea-name-veterinary-hospital-paul-ogrady/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856649.left-strictly-come-dancing-jody-cundy-eliminated/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857000.autumn-holidays-26-washout-summer/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857003.half-women-jailed-serve-sentences-six-months---study/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856972.higher-tax-bracket-big-brother-housemates-talk-money/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857004.charities-urge-sunak-not-abandon-renters-reform-bill/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857001.600-000-drivers-face-ban-one-touch-phone/,Print_News,EU,EN
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856934.strictly-viewers-tears-nikita-vito-dance/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23821532.wordle-today-wordle-840-october-7-hints-todays-answer/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23839071.foods-dangerous-give-dogs/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840316.many-charities-full-turn-people-need-away-survey-suggests/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23834780.not-time-reality-tv-scrapped-long-last/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840314.stark-contrast-north-south-weather-continues-throughout-weekend/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23838892.royal-mint-rarest-50p-coins-uks-valuable-stamps/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840315.doddie-weirs-son-join-kenny-logan-final-leg-700-mile-mnd-challenge/,Print_News,EU,EN
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840313.labour-vows-double-number-hospital-scanners-get-tough-developers/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/23841197.prestwich-car-abandoned-french-bulldog-found/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841210.allowing-children-hospital-play-could-reduce-mental-health-problems/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841209.details-a75-upgrade-funding-not-yet-fleshed-out---alister-jack/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841212.william-tells-young-readers-dream-big-protect-planet/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841211.labour-vows-work-constructively-scottish-government-office/,Print_News,EU,EN
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841208.starmer-tells-sunak-bring-on-labour-conference-gets-way/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964817.roman-abramovichs-decision-sell-chelsea-hasnt-sunk-in-thomas-tuchel/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964825.ministers-urged-unmask-foreign-owners-uk-property-weeks-not-years/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964837.war-crimes-investigation-begins-ukraine-uk-pushed-action-putin/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964803.romain-perraud-hits-stunning-strike-southampton-see-off-west-ham/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964847.ghislaine-maxwell-juror-likely-get-immunity-testimony/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964784.uk-allies-push-swift-war-crimes-probe-putins-invasion-ukraine/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964831.thomas-tuchel-admits-wasnt-easy-chelsea-focus-luton-tie/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19964760.amazon-close-bookstores-us-uk/,Print_News,EU,EN
ukraine,2022-03-03,burytimes.co.uk,https://www.burytimes.co.uk/news/19964840.20m-must-be-won-jackpot-grabs-saturday/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968086.dragons-den-fans-react-25-nett-exfoliator-hit-bbc-show/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968148.michael-van-gerwen-routs-peter-wright-final-finding-premier-league-form/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968087.bbcs-apprentice-episode-9-happened-fired/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968155.boreham-wood-ready-celebrate-cup-run-despite-disappointment-everton-defeat/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968084.ex-police-officer-cleared-wanton-endangerment-breonna-taylor-death/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/19968097.will-kylie-minogue-return-neighbours-final-episode-soap-axed-37-years/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968151.wales-see-removal-legal-covid-measures-end-march/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968113.ollie-robinson-mark-wood-give-england-fitness-worry-ahead-windies-tests/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968139.story-schoolboy-imposter-pushes-buttons---cumming/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968055.middlesbrough-handed-chelsea-tie-knocking-man-utd-spurs-fa-cup/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19968112.hundreds-londoners-hold-vigil-sarah-everard-one-year-abduction/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968133.boreham-woods-fa-cup-run-ended-salomon-rondon-double-sends-everton/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968122.polls-close-really-tight-erdington-by-election/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/national/19966663.channel-crossings-continue-migrants-arrive-kent/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968123.jamie-george-vital-role-play-england---richard-cockerill/,Print_News,EU,EN
ukraine,2022-03-04,burytimes.co.uk,https://www.burytimes.co.uk/news/19968150.george-ezra-documentary-among-uk-global-screen-fund-award-winners/,Print_News,EU,EN
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826929.hogmanay-tourists-quickly-find-alternatives-cancelled-fireworks/,Print_News,EU,EN
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826926.starmer-2025-chance-rediscover-great-nation/,Print_News,EU,EN
venezuela,2025-01-01,burytimes.co.uk,https://www.burytimes.co.uk/news/national/24826920.pupils-will-pay-price-new-tax-private-school-fees-tories-warn-reeves/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840284.teenager-arrested-man-stabbed-death-front-shoppers/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23838892.royal-mint-rarest-50p-coins-uks-valuable-stamps/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840313.labour-vows-double-number-hospital-scanners-get-tough-developers/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840315.doddie-weirs-son-join-kenny-logan-final-leg-700-mile-mnd-challenge/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840314.stark-contrast-north-south-weather-continues-throughout-weekend/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840288.angela-rayner-open-labour-conference-pledge-make-work-pay/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23839071.foods-dangerous-give-dogs/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/23840316.many-charities-full-turn-people-need-away-survey-suggests/,Print_News,EU,EN
gaza,2023-10-07,cravenherald.co.uk,https://www.cravenherald.co.uk/news/national/uk-today/23821532.wordle-today-wordle-840-october-7-hints-todays-answer/,Print_News,EU,EN
