event,date,domain,url,title,lead
ukraine,2022-02-24,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19947543.sir-jeffrey-donaldson-denies-considered-rejoining-ulster-unionists/,Sir Jeffrey Donaldson denies that he considered rejoining Ulster Unionists | Basingstoke Gazette,""
ukraine,2022-02-24,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19947548.snow-lightning-warnings-severe-flooding-risks-remain/,Snow and lightning warnings as severe flooding risks remain | Basingstoke Gazette,""
ukraine,2022-02-24,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19947513.ukraine-rebel-leaders-ask-russia-fend-off-aggression-kremlin-says/,"Ukraine rebel leaders ask Russia to fend off ‘aggression’, Kremlin says | Basingstoke Gazette",""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955310.johnson-welcomes-moves-exclude-russia-swift-banking-system/,Johnson welcomes moves to exclude Russia from Swift banking system | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/19955180.protests-continue-ireland-ukraine-invasion/,Protests continue in Ireland against Ukraine invasion | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955350.real-madrid-nine-points-clear-karim-benzema-strike-sees-off-rayo-vallecano/,Real Madrid nine points clear after Karim Benzema strike sees off Rayo Vallecano | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955327.youtube-takes-action-rt-twitter-access-restricted-russia/,YouTube takes action against RT after Twitter access restricted in Russia | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955311.eddie-jones-dismisses-impact-referees-influence-englands-win-wales/,Eddie Jones dismisses impact of referee’s influence in England’s win over Wales | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955241.phil-foden-goal-takes-manchester-city-six-points-clear-top-premier-league/,Phil Foden goal takes Manchester City six points clear at top of Premier League | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955303.frank-lampard-blasts-officials-evertons-defeat-manchester-city/,Frank Lampard blasts officials after Everton’s defeat to Manchester City | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955352.make-preventing-violence-women-girls-priority-police-told/,"Make preventing violence against women and girls a ‘priority’, police to be told | Basingstoke Gazette",""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955319.wayne-pivac-felt-england-try-not-stood-wales-lose-twickenham/,Wayne Pivac felt England try should not have stood as Wales lose at Twickenham | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/19955330.residents-take-cover-ukrainian-capital-russian-troops-approach/,Residents take cover in Ukrainian capital as Russian troops approach | Basingstoke Gazette,""
ukraine,2022-02-27,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/19955356.boris-johnson-says-west-tightening-economic-ligature-around-russia/,Boris Johnson says West is ‘tightening the economic ligature’ around Russia | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824936.teenage-honours-recipient-urges-peers-get-involved-rewarding-charity/,Teenage honours recipient urges peers to get involved in ‘rewarding’ charity | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824904.met-officer-given-final-warning-joking-setting-fire-womans-house/,Met officer given final warning after joking about setting fire to woman’s house | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824908.stephen-fry-startled-enchanted-knighthood-new-year-honours/,Stephen Fry ‘startled and enchanted’ with knighthood in New Year Honours | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/24823416.new-years-honours-list-2024-basingstoke-recipients/,New Year's Honours list 2024 Basingstoke recipients | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824896.welsh-ambulance-service-declares-critical-incident-increased-demand/,Welsh Ambulance Service declares ‘critical incident’ after increased demand | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824872.us-treasury-says-chinese-hackers-remotely-accessed-workstations-documents/,US Treasury says Chinese hackers remotely accessed workstations and documents | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24822831.taliban-letter-tells-ngos-afghanistan-stop-employing-women-face-closure/,Taliban letter tells NGOs in Afghanistan to stop employing women or face closure | Basingstoke Gazette,""
venezuela,2024-12-31,basingstokegazette.co.uk,https://www.basingstokegazette.co.uk/news/national/24824938.king-honours-medical-staff-personal-service-cancer-treatment/,King honours medical staff for personal service during his cancer treatment | Basingstoke Gazette,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955350.real-madrid-nine-points-clear-karim-benzema-strike-sees-off-rayo-vallecano/,Real Madrid nine points clear after Karim Benzema strike sees off Rayo Vallecano | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955303.frank-lampard-blasts-officials-evertons-defeat-manchester-city/,Frank Lampard blasts officials after Everton’s defeat to Manchester City | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955327.youtube-takes-action-rt-twitter-access-restricted-russia/,YouTube takes action against RT after Twitter access restricted in Russia | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19953418.peaky-blinders-season-6-get-look-boohooman/,Peaky Blinders season 6: Get the look with boohooMAN | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955311.eddie-jones-dismisses-impact-referees-influence-englands-win-wales/,Eddie Jones dismisses impact of referee’s influence in England’s win over Wales | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955319.wayne-pivac-felt-england-try-not-stood-wales-lose-twickenham/,Wayne Pivac felt England try should not have stood as Wales lose at Twickenham | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955310.johnson-welcomes-moves-exclude-russia-swift-banking-system/,Johnson welcomes moves to exclude Russia from Swift banking system | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19953399.primrose-reveals-7-quick-jobs-get-garden-spring-ready--see-tasks/,Primrose reveals 7 quick jobs to get your garden Spring ready- See the tasks | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19953403.world-book-day-childrens-fancy-dress-costumes-aldi/,World Book Day children's fancy dress costumes at Aldi | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955352.make-preventing-violence-women-girls-priority-police-told/,"Make preventing violence against women and girls a ‘priority’, police to be told | Borehamwood Times",""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19955356.boris-johnson-says-west-tightening-economic-ligature-around-russia/,Boris Johnson says West is ‘tightening the economic ligature’ around Russia | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19955330.residents-take-cover-ukrainian-capital-russian-troops-approach/,Residents take cover in Ukrainian capital as Russian troops approach | Borehamwood Times,""
ukraine,2022-02-27,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19955321.priti-patel-tells-police-prioritise-tackling-violence-women-new-strategy/,Priti Patel tells police to prioritise tackling violence against women in new strategy | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956259.boris-johnson-criticises-rt-calls-ofcom-review/,Boris Johnson criticises RT and calls for Ofcom review | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956235.boris-johnson-dismisses-putins-nuclear-warning-distraction/,Boris Johnson dismisses Putin’s nuclear warning as a ‘distraction’ | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956332.pierre-emerick-aubameyang-scores-barcelona-thump-athletic-bilbao/,Pierre-Emerick Aubameyang scores again as Barcelona thump Athletic Bilbao | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19956263.peaky-binders-react-heart-wrenching-tribute-helen-mccrory/,Peaky Binders fans react to 'heart wrenching' Helen McCrory tribute | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19956275.polly-gray-peaky-blinders-die/,What happened to Polly Gray in Peaky Blinders series 6? | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19956228.russian-music-conductor-valery-gergiev-dropped-management-putin-links/,Russian music conductor Valery Gergiev dropped by management over Putin links | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956242.samsung-reveals-new-laptops-mobile-first-generation/,Samsung reveals new laptops for the ‘mobile-first generation’ | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956335.fan-zhengyi-beats-ronnie-osullivan-claim-betvictor-european-masters-title/,Fan Zhengyi beats Ronnie O’Sullivan to claim BetVictor European Masters title | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/uk-today/19955848.itv-confirms-trigger-point-will-return-second-series-vicky-mcclure/,ITV confirms Trigger Point will return for second series with Vicky McClure | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956310.increased-alert-russian-nuclear-forces-affect-ukraine-crisis/,How does increased alert for Russian nuclear forces affect Ukraine crisis? | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956311.lawrence-okolie-retains-wbo-cruiserweight-title-victory-michal-cieslak/,Lawrence Okolie retains WBO cruiserweight title with victory over Michal Cieslak | Borehamwood Times,""
ukraine,2022-02-28,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19956278.eddie-jones-insists-england-dont-fear-anyone-ahead-six-nations-title-fight/,Eddie Jones insists England ‘don’t fear anyone’ ahead of Six Nations title fight | Borehamwood Times,""
ukraine,2022-03-02,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19960384.jaguar-land-rover-suspends-sales-russia/,Jaguar Land Rover suspends sales to Russia | Borehamwood Times,""
ukraine,2022-03-02,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19962020.novak-djokovic-splits-coach-marian-vajda/,Novak Djokovic splits from coach Marian Vajda | Borehamwood Times,""
ukraine,2022-03-03,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19964853.social-economic-impact-pandemic-could-undo-gender-equality-progress/,Social and economic impact of pandemic ‘could undo gender equality progress’ | Borehamwood Times,""
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19968151.wales-see-removal-legal-covid-measures-end-march/,Wales could see removal of legal Covid measures by end of March | Borehamwood Times,""
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968148.michael-van-gerwen-routs-peter-wright-final-finding-premier-league-form/,Michael Van Gerwen routs Peter Wright in final after finding Premier League form | Borehamwood Times,""
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968150.george-ezra-documentary-among-uk-global-screen-fund-award-winners/,George Ezra documentary among UK Global Screen Fund award winners | Borehamwood Times,""
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19968155.boreham-wood-ready-celebrate-cup-run-despite-disappointment-everton-defeat/,Boreham Wood ready to celebrate cup run despite disappointment at Everton defeat | Borehamwood Times,""
ukraine,2022-03-04,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19968112.hundreds-londoners-hold-vigil-sarah-everard-one-year-abduction/,Hundreds of Londoners hold vigil for Sarah Everard one year after abduction | Borehamwood Times,""
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19971531.british-journalist-shot-wounded-ambush-near-ukrainian-capital/,British journalist shot and wounded in ambush near Ukrainian capital | Borehamwood Times,""
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19971509.woman-dies-helicopter-landing-incident/,Woman dies in helicopter landing incident | Borehamwood Times,""
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/19971532.shane-warne-legend-game-gave-much-time-everyone---ben-stokes/,Shane Warne a legend of the game who gave so much time to everyone – Ben Stokes | Borehamwood Times,""
ukraine,2022-03-05,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/19971514.starmer-snp-tories-use-elections-re-run-referendums/,Starmer: SNP and Tories use elections to re-run referendums | Borehamwood Times,""
venezuela,2024-12-25,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/24818175.farage-willing-work-lord-mandelson-secure-trump-trade-deal/,Farage willing to work with Lord Mandelson to secure Trump trade deal | Borehamwood Times,""
venezuela,2024-12-25,borehamwoodtimes.co.uk,https://www.borehamwoodtimes.co.uk/news/national/24818177.two-dead-gang-attack-journalists-covering-haiti-hospital-reopening/,Two dead in gang attack on journalists covering Haiti hospital reopening | Borehamwood Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855307.whisky-society-sets-world-record-largest-online-tasting-event/,Whisky society sets world record for largest online tasting event | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855285.itv-big-brother-evicted-big-brother-house/,ITV Big Brother: Who was evicted from the Big Brother house? | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855305.freezing-working-age-benefits-save-4-billion-come-terrible-cost/,Freezing working-age benefits could save £4 billion but come at ‘terrible cost’ | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855304.debate-approach-independence-ends-snp-conference-yousaf-insists/,"Debate on approach to independence ends at SNP conference, Yousaf insists | Braintree and Witham Times",""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23852544.wordle-today-wordle-847-october-14-hints-todays-answer/,Wordle today: Wordle 847 October 14 hints and today's answer | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855199.set-list-taylor-swifts-eras-tour-film/,What is the set list for Taylor Swift's Eras Tour Film? | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855306.new-consultation-banning-plastic-wet-wipes-begins/,New consultation on banning plastic wet wipes begins | Braintree and Witham Times,""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855310.british-jews-worried-sick-weeping-israel-hamas-conflict-family-says/,"British Jews worried sick and weeping at Israel-Hamas conflict, family says | Braintree and Witham Times",""
gaza,2023-10-14,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23855303.thousands-march-london-pro-palestinian-protest-gaza-expects-invasion/,Thousands to march in London pro-Palestinian protest as Gaza expects invasion | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856207.wordle-today-wordle-848-october-15-hints-todays-answer/,Wordle today: Wordle 848 October 15 hints and today's answer | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23855911.strictly-come-dancings-jody-cundy-issues-injury-update/,Strictly Come Dancing's Jody Cundy issues injury update | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856254.no-snp-seat-safe-labour-warns-murray/,"No SNP seat is safe from Labour, warns Murray | Braintree and Witham Times",""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856255.first-minister-plans-resume-counselling/,First Minister plans to resume counselling | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856262.temperatures-drop-autumn-chill-hits-uk/,Temperatures drop as autumn chill hits the UK | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856256.snp-asking-scots-put-trust-themselves-flynn-say/,"SNP asking Scots to ‘put trust in themselves’, Flynn to say | Braintree and Witham Times",""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856266.snp-conference-begin-most-difficult-period-partys-history/,SNP conference to begin after ‘most difficult’ period in party’s history | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856212.itv-reveals-celebrity-teaser-ahead-2023-series/,ITV reveals I'm A Celebrity teaser ahead of 2023 series | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856257.d-day-veterans-encouraged-register-major-80th-anniversary-celebrations/,D-Day veterans encouraged to register for 80th anniversary commemorations | Braintree and Witham Times,""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856182.strictlys-amy-dowden-will-return-next-year-says-shirley-ballas/,"Strictly's Amy Dowden will return by next year, says Shirley Ballas | Braintree and Witham Times",""
gaza,2023-10-15,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23856253.sunak-offers-firm-backing-israel-gaza-faces-imminent-offensive/,Sunak offers firm backing to Israel as Gaza faces imminent offensive | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856471.600-000-uk-drivers-one-offence-away-disqualification/,"Over 600,000 UK drivers one offence away from disqualification | Braintree and Witham Times",""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857017.donald-trump-legal-case-former-mi6-officers-company-start/,Donald Trump legal case against former MI6 officer’s company to start | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856860.wordle-today-wordle-849-october-16-hints-todays-answer/,Wordle today: Wordle 849 October 16 hints and today's answer | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857002.artist-makes-ink-clone-newtons-apple-tree-fell-storm/,Artist makes ink from clone of Newton’s apple tree that fell in storm | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857018.sunak-address-mps-israeli-invasion-gaza-looms/,Sunak to address MPs as Israeli invasion of Gaza looms | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856944.battersea-name-veterinary-hospital-paul-ogrady/,Battersea to name veterinary hospital after Paul O'Grady | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856649.left-strictly-come-dancing-jody-cundy-eliminated/,Who left Strictly Come Dancing? Jody Cundy eliminated | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857000.autumn-holidays-26-washout-summer/,Autumn holidays up 26% after ‘washout’ summer | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857003.half-women-jailed-serve-sentences-six-months---study/,More than half of women jailed serve sentences under six months – study | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856972.higher-tax-bracket-big-brother-housemates-talk-money/,What is the higher tax bracket? Big Brother housemates talk money | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857004.charities-urge-sunak-not-abandon-renters-reform-bill/,Charities urge Sunak not to abandon Renters Reform Bill | Braintree and Witham Times,""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/23857001.600-000-drivers-face-ban-one-touch-phone/,"More than 600,000 drivers face ban with ‘one touch of their phone’ | Braintree and Witham Times",""
gaza,2023-10-16,braintreeandwithamtimes.co.uk,https://www.braintreeandwithamtimes.co.uk/news/national/uk-today/23856934.strictly-viewers-tears-nikita-vito-dance/,Strictly viewers in tears as Nikita and Vito dance | Braintree and Witham Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23821532.wordle-today-wordle-840-october-7-hints-todays-answer/,Wordle today: Wordle 840 October 7 hints and today's answer | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23839071.foods-dangerous-give-dogs/,These are the foods that are dangerous to give to dogs | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840316.many-charities-full-turn-people-need-away-survey-suggests/,"Many charities full and having to turn people in need away, survey suggests | Bury Times",""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23834780.not-time-reality-tv-scrapped-long-last/,Is it not time for reality TV to be scrapped at long last? | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840314.stark-contrast-north-south-weather-continues-throughout-weekend/,Stark contrast in north-south weather continues throughout weekend | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/uk-today/23838892.royal-mint-rarest-50p-coins-uks-valuable-stamps/,Royal Mint rarest 50p coins and UK's most valuable stamps | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840315.doddie-weirs-son-join-kenny-logan-final-leg-700-mile-mnd-challenge/,Doddie Weir’s son to join Kenny Logan on final leg of 700-mile MND challenge | Bury Times,""
gaza,2023-10-07,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23840313.labour-vows-double-number-hospital-scanners-get-tough-developers/,Labour vows to double number of hospital scanners and get tough on developers | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/23841197.prestwich-car-abandoned-french-bulldog-found/,Prestwich: Car abandoned and French Bulldog found | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841210.allowing-children-hospital-play-could-reduce-mental-health-problems/,Allowing children in hospital to play ‘could reduce mental health problems’ | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841209.details-a75-upgrade-funding-not-yet-fleshed-out---alister-jack/,Details of A75 upgrade funding not yet ‘fleshed out’ – Alister Jack | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841212.william-tells-young-readers-dream-big-protect-planet/,William tells young readers to ‘dream big’ to protect the planet | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841211.labour-vows-work-constructively-scottish-government-office/,Labour vows to ‘work constructively’ with Scottish Government if in office | Bury Times,""
gaza,2023-10-08,burytimes.co.uk,https://www.burytimes.co.uk/news/national/23841208.starmer-tells-sunak-bring-on-labour-conference-gets-way/,Starmer tells Sunak ‘bring it on’ as Labour conference gets under way | Bury Times,""
